"","No","ExpNo","ExtractionType","FileNumber","PhotoCode","NA.","ExpCode","Host","HostVariety","Treatment","Condition","Dilution","isolateRepNumber","techRep","ExpCode.1","ExposureTreatment","sampleNumber","chl","ES8_digital_WBonly_T_tuk"
"330",330,"ES8","Digital",512,"DSC_0585.ES8_138.sample2.WB_only.clean.jpg.chl.csv","DSC_0585","ES8_138","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep3_IsolateRep2","WB_only","sample2",86.338,4.76069867992399
"331",331,"ES8","Digital",245,"DSC_0398.ES8_139.sample2.WB_only.clean.jpg.chl.csv","DSC_0398","ES8_139","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep1_IsolateRep3","WB_only","sample2",40.194,3.64297700450043
"332",332,"ES8","Digital",23,"DSC_0016.ES8_140.sample2.WB_only.clean.jpg.chl.csv","DSC_0016","ES8_140","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep2_IsolateRep3","WB_only","sample2",98.855,4.99171204200139
"333",333,"ES8","Digital",395,"DSC_0503.ES8_141.sample2.WB_only.clean.jpg.chl.csv","DSC_0503","ES8_141","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep3_IsolateRep3","WB_only","sample2",87.894,4.79055389310574
"334",334,"ES8","Digital",470,"DSC_0554.ES8_142.sample2.WB_only.clean.jpg.chl.csv","DSC_0554","ES8_142","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep1_IsolateRep4","WB_only","sample2",272.869,7.12170483078801
"335",335,"ES8","Digital",119,"DSC_0080.ES8_143.sample2.WB_only.clean.jpg.chl.csv","DSC_0080","ES8_143","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep2_IsolateRep4","WB_only","sample2",35.394,3.48437890907617
"336",336,"ES8","Digital",38,"DSC_0026.ES8_144.sample2.WB_only.clean.jpg.chl.csv","DSC_0026","ES8_144","soybean","AG4632","DMCC2126","Stationary","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2126_Stationary_25fold_stemRep3_IsolateRep4","WB_only","sample2",76.321,4.55958607063642
"337",337,"ES8","Digital",74,"DSC_0049.ES8_145.sample2.WB_only.clean.jpg.chl.csv","DSC_0049","ES8_145","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep1_IsolateRep1","WB_only","sample2",57.587,4.13155519541356
"338",338,"ES8","Digital",308,"DSC_0440.ES8_146.sample2.WB_only.clean.jpg.chl.csv","DSC_0440","ES8_146","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep2_IsolateRep1","WB_only","sample2",155.305,5.84675510173153
"339",339,"ES8","Digital",344,"DSC_0468.ES8_147.sample2.WB_only.clean.jpg.chl.csv","DSC_0468","ES8_147","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep3_IsolateRep1","WB_only","sample2",92.387,4.87487857593004
"340",340,"ES8","Digital",NA,NA,NA,"ES8_148","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep1_IsolateRep2",NA,"sample2",NA,NA
"341",341,"ES8","Digital",179,"DSC_0120.ES8_149.sample2.WB_only.clean.jpg.chl.csv","DSC_0120","ES8_149","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep2_IsolateRep2","WB_only","sample2",55.033,4.06647508557368
"342",342,"ES8","Digital",260,"DSC_0408.ES8_150.sample2.WB_only.clean.jpg.chl.csv","DSC_0408","ES8_150","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep3_IsolateRep2","WB_only","sample2",100.354,5.01807491570357
"343",343,"ES8","Digital",NA,NA,NA,"ES8_151","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep1_IsolateRep3",NA,"sample2",NA,NA
"344",344,"ES8","Digital",191,"DSC_0362.ES8_152.sample2.WB_only.clean.jpg.chl.csv","DSC_0362","ES8_152","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep2_IsolateRep3","WB_only","sample2",38.356,3.58378261598819
"345",345,"ES8","Digital",53,"DSC_0036.ES8_153.sample2.WB_only.clean.jpg.chl.csv","DSC_0036","ES8_153","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep3_IsolateRep3","WB_only","sample2",47.218,3.85423025079958
"346",346,"ES8","Digital",485,"DSC_0564.ES8_154.sample2.WB_only.clean.jpg.chl.csv","DSC_0564","ES8_154","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep1_IsolateRep4","WB_only","sample2",50.937,3.9578713832001
"347",347,"ES8","Digital",380,"DSC_0493.ES8_155.sample2.WB_only.clean.jpg.chl.csv","DSC_0493","ES8_155","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep2_IsolateRep4","WB_only","sample2",62.328,4.24755603549657
"348",348,"ES8","Digital",458,"DSC_0546.ES8_156.sample2.WB_only.clean.jpg.chl.csv","DSC_0546","ES8_156","soybean","AG4632","DMCC2127","Stationary","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_100fold_stemRep3_IsolateRep4","WB_only","sample2",63.983,4.28669524997633
"349",349,"ES8","Digital",NA,NA,NA,"ES8_157","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep1_IsolateRep1",NA,"sample2",NA,NA
"350",350,"ES8","Digital",263,"DSC_0410.ES8_158.sample2.WB_only.clean.jpg.chl.csv","DSC_0410","ES8_158","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep2_IsolateRep1","WB_only","sample2",81.521,4.66599559492209
"351",351,"ES8","Digital",302,"DSC_0436.ES8_159.sample2.WB_only.clean.jpg.chl.csv","DSC_0436","ES8_159","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep3_IsolateRep1","WB_only","sample2",103.657,5.07527433716562
"352",352,"ES8","Digital",14,"DSC_0009.ES8_160.sample2.WB_only.clean.jpg.chl.csv","DSC_0009","ES8_160","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep1_IsolateRep2","WB_only","sample2",43.042,3.73131878978229
"353",353,"ES8","Digital",200,"DSC_0368.ES8_161.sample2.WB_only.clean.jpg.chl.csv","DSC_0368","ES8_161","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep2_IsolateRep2","WB_only","sample2",50.475,3.94526985974219
"354",354,"ES8","Digital",317,"DSC_0446.ES8_162.sample2.WB_only.clean.jpg.chl.csv","DSC_0446","ES8_162","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep3_IsolateRep2","WB_only","sample2",67.595,4.3698859288802
"355",355,"ES8","Digital",533,"DSC_0599.ES8_163.sample2.WB_only.clean.jpg.chl.csv","DSC_0599","ES8_163","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep1_IsolateRep3","WB_only","sample2",72.932,4.48767443811362
"356",356,"ES8","Digital",227,"DSC_0386.ES8_164.sample2.WB_only.clean.jpg.chl.csv","DSC_0386","ES8_164","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep2_IsolateRep3","WB_only","sample2",55.999,4.09131666692287
"357",357,"ES8","Digital",233,"DSC_0389.ES8_165.sample2.WB_only.clean.jpg.chl.csv","DSC_0389","ES8_165","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep3_IsolateRep3","WB_only","sample2",58.489,4.15409064282782
"358",358,"ES8","Digital",542,"DSC_0605.ES8_166.sample2.WB_only.clean.jpg.chl.csv","DSC_0605","ES8_166","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep1_IsolateRep4","WB_only","sample2",68.889,4.39898476802747
"359",359,"ES8","Digital",341,"DSC_0466.ES8_167.sample2.WB_only.clean.jpg.chl.csv","DSC_0466","ES8_167","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep2_IsolateRep4","WB_only","sample2",117.59,5.30431902588111
"360",360,"ES8","Digital",86,"DSC_0058.ES8_168.sample2.WB_only.clean.jpg.chl.csv","DSC_0058","ES8_168","soybean","AG4632","DMCC2127","Stationary","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2127_Stationary_25fold_stemRep3_IsolateRep4","WB_only","sample2",59.979,4.19082694206324
"361",361,"ES8","Digital",362,"DSC_0480.ES8_169.sample2.WB_only.clean.jpg.chl.csv","DSC_0480","ES8_169","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep1_IsolateRep1","WB_only","sample2",42.958,3.7287684801667
"362",362,"ES8","Digital",383,"DSC_0495.ES8_170.sample2.WB_only.clean.jpg.chl.csv","DSC_0495","ES8_170","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep2_IsolateRep1","WB_only","sample2",28.618,3.23462357697551
"363",363,"ES8","Digital",71,"DSC_0048.ES8_171.sample2.WB_only.clean.jpg.chl.csv","DSC_0048","ES8_171","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep3_IsolateRep1","WB_only","sample2",43.585,3.74772717309374
"364",364,"ES8","Digital",467,"DSC_0552.ES8_172.sample2.WB_only.clean.jpg.chl.csv","DSC_0552","ES8_172","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep1_IsolateRep2","WB_only","sample2",19.736,2.84014620854346
"365",365,"ES8","Digital",83,"DSC_0056.ES8_173.sample2.WB_only.clean.jpg.chl.csv","DSC_0056","ES8_173","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep2_IsolateRep2","WB_only","sample2",29.891,3.28427228614899
"366",366,"ES8","Digital",173,"DSC_0116.ES8_174.sample2.WB_only.clean.jpg.chl.csv","DSC_0116","ES8_174","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep3_IsolateRep2","WB_only","sample2",64.174,4.29116968870152
"367",367,"ES8","Digital",293,"DSC_0430.ES8_175.sample2.WB_only.clean.jpg.chl.csv","DSC_0430","ES8_175","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep1_IsolateRep3","WB_only","sample2",366.494,7.89629571396711
"368",368,"ES8","Digital",113,"DSC_0076.ES8_176.sample2.WB_only.clean.jpg.chl.csv","DSC_0076","ES8_176","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep2_IsolateRep3","WB_only","sample2",39.924,3.63439324338578
"369",369,"ES8","Digital",506,"DSC_0581.ES8_177.sample2.WB_only.clean.jpg.chl.csv","DSC_0581","ES8_177","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep3_IsolateRep3","WB_only","sample2",33.732,3.42621594654878
"370",370,"ES8","Digital",488,"DSC_0568.ES8_178.sample2.WB_only.clean.jpg.chl.csv","DSC_0568","ES8_178","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep1_IsolateRep4","WB_only","sample2",65.612,4.32458210293909
"371",371,"ES8","Digital",152,"DSC_0102.ES8_179.sample2.WB_only.clean.jpg.chl.csv","DSC_0102","ES8_179","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep2_IsolateRep4","WB_only","sample2",27.191,3.17723115860858
"372",372,"ES8","Digital",146,"DSC_0098.ES8_180.sample2.WB_only.clean.jpg.chl.csv","DSC_0098","ES8_180","soybean","AG4632","DMCC2165","Stationary","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_100fold_stemRep3_IsolateRep4","WB_only","sample2",239.86,6.80746222777525
"373",373,"ES8","Digital",530,"DSC_0597.ES8_181.sample2.WB_only.clean.jpg.chl.csv","DSC_0597","ES8_181","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep1_IsolateRep1","WB_only","sample2",24.089,3.04534549161377
"374",374,"ES8","Digital",359,"DSC_0478.ES8_182.sample2.WB_only.clean.jpg.chl.csv","DSC_0478","ES8_182","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep2_IsolateRep1","WB_only","sample2",70.08,4.42545503667512
"375",375,"ES8","Digital",56,"DSC_0038.ES8_183.sample2.WB_only.clean.jpg.chl.csv","DSC_0038","ES8_183","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep3_IsolateRep1","WB_only","sample2",65.381,4.31924705279958
"376",376,"ES8","Digital",110,"DSC_0074.ES8_184.sample2.WB_only.clean.jpg.chl.csv","DSC_0074","ES8_184","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep1_IsolateRep2","WB_only","sample2",80.631,4.64810270930837
"377",377,"ES8","Digital",431,"DSC_0528.ES8_185.sample2.WB_only.clean.jpg.chl.csv","DSC_0528","ES8_185","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep2_IsolateRep2","WB_only","sample2",37.086,3.54179563110121
"378",378,"ES8","Digital",158,"DSC_0106.ES8_186.sample2.WB_only.clean.jpg.chl.csv","DSC_0106","ES8_186","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep3_IsolateRep2","WB_only","sample2",98.608,4.98734317432353
"379",379,"ES8","Digital",404,"DSC_0509.ES8_187.sample2.WB_only.clean.jpg.chl.csv","DSC_0509","ES8_187","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep1_IsolateRep3","WB_only","sample2",22.82,2.98820559127713
"380",380,"ES8","Digital",287,"DSC_0426.ES8_188.sample2.WB_only.clean.jpg.chl.csv","DSC_0426","ES8_188","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep2_IsolateRep3","WB_only","sample2",23.89,3.03651654931234
"381",381,"ES8","Digital",149,"DSC_0100.ES8_189.sample2.WB_only.clean.jpg.chl.csv","DSC_0100","ES8_189","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep3_IsolateRep3","WB_only","sample2",39.976,3.6360493393983
"382",382,"ES8","Digital",95,"DSC_0064.ES8_190.sample2.WB_only.clean.jpg.chl.csv","DSC_0064","ES8_190","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep1_IsolateRep4","WB_only","sample2",72.848,4.48586471060234
"383",383,"ES8","Digital",356,"DSC_0476.ES8_191.sample2.WB_only.clean.jpg.chl.csv","DSC_0476","ES8_191","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep2_IsolateRep4","WB_only","sample2",32.387,3.37776749794571
"384",384,"ES8","Digital",443,"DSC_0536.ES8_192.sample2.WB_only.clean.jpg.chl.csv","DSC_0536","ES8_192","soybean","AG4632","DMCC2165","Stationary","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_DMCC2165_Stationary_25fold_stemRep3_IsolateRep4","WB_only","sample2",376.633,7.97207598252145
"385",385,"ES8","Digital",456,"DSC_0544.ES8_01.sample3.WB_only.clean.jpg.chl.csv","DSC_0544","ES8_01","soybean","AG4632","control","Shaking","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep1_IsolateRep1","WB_only","sample3",224.739,6.65407138125437
"386",386,"ES8","Digital",129,"DSC_0086.ES8_02.sample3.WB_only.clean.jpg.chl.csv","DSC_0086","ES8_02","soybean","AG4632","control","Shaking","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep2_IsolateRep1","WB_only","sample3",214.171,6.54283898260027
"387",387,"ES8","Digital",267,"DSC_0412.ES8_03.sample3.WB_only.clean.jpg.chl.csv","DSC_0412","ES8_03","soybean","AG4632","control","Shaking","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep3_IsolateRep1","WB_only","sample3",264.922,7.04841243585954
"388",388,"ES8","Digital",21,"DSC_0013.ES8_04.sample3.WB_only.clean.jpg.chl.csv","DSC_0013","ES8_04","soybean","AG4632","control","Shaking","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep1_IsolateRep2","WB_only","sample3",200.735,6.39614183677647
"389",389,"ES8","Digital",417,"DSC_0517.ES8_05.sample3.WB_only.clean.jpg.chl.csv","DSC_0517","ES8_05","soybean","AG4632","control","Shaking","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep2_IsolateRep2","WB_only","sample3",243.209,6.84057918757176
"390",390,"ES8","Digital",135,"DSC_0090.ES8_06.sample3.WB_only.clean.jpg.chl.csv","DSC_0090","ES8_06","soybean","AG4632","control","Shaking","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep3_IsolateRep2","WB_only","sample3",265.606,7.05477648275
"391",391,"ES8","Digital",522,"DSC_0591.ES8_07.sample3.WB_only.clean.jpg.chl.csv","DSC_0591","ES8_07","soybean","AG4632","control","Shaking","100fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep1_IsolateRep3","WB_only","sample3",298.12,7.34576261128757
"392",392,"ES8","Digital",450,"DSC_0540.ES8_08.sample3.WB_only.clean.jpg.chl.csv","DSC_0540","ES8_08","soybean","AG4632","control","Shaking","100fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep2_IsolateRep3","WB_only","sample3",349.672,7.76750068351384
"393",393,"ES8","Digital",441,"DSC_0534.ES8_09.sample3.WB_only.clean.jpg.chl.csv","DSC_0534","ES8_09","soybean","AG4632","control","Shaking","100fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep3_IsolateRep3","WB_only","sample3",166.258,5.9878910971161
"394",394,"ES8","Digital",66,"DSC_0044.ES8_10.sample3.WB_only.clean.jpg.chl.csv","DSC_0044","ES8_10","soybean","AG4632","control","Shaking","100fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep1_IsolateRep4","WB_only","sample3",298.774,7.35139875676476
"395",395,"ES8","Digital",492,"DSC_0571.ES8_11.sample3.WB_only.clean.jpg.chl.csv","DSC_0571","ES8_11","soybean","AG4632","control","Shaking","100fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep2_IsolateRep4","WB_only","sample3",270.868,7.10338240779149
"396",396,"ES8","Digital",69,"DSC_0046.ES8_12.sample3.WB_only.clean.jpg.chl.csv","DSC_0046","ES8_12","soybean","AG4632","control","Shaking","100fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_control_Shaking_100fold_stemRep3_IsolateRep4","WB_only","sample3",132.659,5.53296409196815
"397",397,"ES8","Digital",252,"DSC_0402.ES8_13.sample3.WB_only.clean.jpg.chl.csv","DSC_0402","ES8_13","soybean","AG4632","control","Shaking","25fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep1_IsolateRep1","WB_only","sample3",361.646,7.85957899072705
"398",398,"ES8","Digital",9,"DSC_0005.ES8_14.sample3.WB_only.clean.jpg.chl.csv","DSC_0005","ES8_14","soybean","AG4632","control","Shaking","25fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep2_IsolateRep1","WB_only","sample3",205.031,6.44372259313476
"399",399,"ES8","Digital",132,"DSC_0088.ES8_15.sample3.WB_only.clean.jpg.chl.csv","DSC_0088","ES8_15","soybean","AG4632","control","Shaking","25fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep3_IsolateRep1","WB_only","sample3",304.687,7.40199646994151
"400",400,"ES8","Digital",51,"DSC_0034.ES8_16.sample3.WB_only.clean.jpg.chl.csv","DSC_0034","ES8_16","soybean","AG4632","control","Shaking","25fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep1_IsolateRep2","WB_only","sample3",244.175,6.85007645459601
"401",401,"ES8","Digital",504,"DSC_0579.ES8_17.sample3.WB_only.clean.jpg.chl.csv","DSC_0579","ES8_17","soybean","AG4632","control","Shaking","25fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep2_IsolateRep2","WB_only","sample3",192.863,6.30720753284459
"402",402,"ES8","Digital",258,"DSC_0406.ES8_18.sample3.WB_only.clean.jpg.chl.csv","DSC_0406","ES8_18","soybean","AG4632","control","Shaking","25fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep3_IsolateRep2","WB_only","sample3",49.959,3.93110648329216
"403",403,"ES8","Digital",333,"DSC_0460.ES8_19.sample3.WB_only.clean.jpg.chl.csv","DSC_0460","ES8_19","soybean","AG4632","control","Shaking","25fold","isolateRep3","stemRep1","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep1_IsolateRep3","WB_only","sample3",219.464,6.59898515940773
"404",404,"ES8","Digital",447,"DSC_0538.ES8_20.sample3.WB_only.clean.jpg.chl.csv","DSC_0538","ES8_20","soybean","AG4632","control","Shaking","25fold","isolateRep3","stemRep2","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep2_IsolateRep3","WB_only","sample3",270.921,7.10386884164566
"405",405,"ES8","Digital",231,"DSC_0388.ES8_21.sample3.WB_only.clean.jpg.chl.csv","DSC_0388","ES8_21","soybean","AG4632","control","Shaking","25fold","isolateRep3","stemRep3","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep3_IsolateRep3","WB_only","sample3",178.103,6.13387515244789
"406",406,"ES8","Digital",273,"DSC_0416.ES8_22.sample3.WB_only.clean.jpg.chl.csv","DSC_0416","ES8_22","soybean","AG4632","control","Shaking","25fold","isolateRep4","stemRep1","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep1_IsolateRep4","WB_only","sample3",207.546,6.47127757672847
"407",407,"ES8","Digital",372,"DSC_0486.ES8_23.sample3.WB_only.clean.jpg.chl.csv","DSC_0486","ES8_23","soybean","AG4632","control","Shaking","25fold","isolateRep4","stemRep2","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep2_IsolateRep4","WB_only","sample3",436.432,8.39403557016466
"408",408,"ES8","Digital",291,"DSC_0428.ES8_24.sample3.WB_only.clean.jpg.chl.csv","DSC_0428","ES8_24","soybean","AG4632","control","Shaking","25fold","isolateRep4","stemRep3","ES8_Soybean_AG4632_control_Shaking_25fold_stemRep3_IsolateRep4","WB_only","sample3",52.733,4.00616532579515
"409",409,"ES8","Digital",438,"DSC_0532.ES8_25.sample3.WB_only.clean.jpg.chl.csv","DSC_0532","ES8_25","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep1","stemRep1","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep1_IsolateRep1","WB_only","sample3",46.069,3.8211411004801
"410",410,"ES8","Digital",495,"DSC_0573.ES8_26.sample3.WB_only.clean.jpg.chl.csv","DSC_0573","ES8_26","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep1","stemRep2","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep2_IsolateRep1","WB_only","sample3",43.639,3.74935166642072
"411",411,"ES8","Digital",213,"DSC_0376.ES8_27.sample3.WB_only.clean.jpg.chl.csv","DSC_0376","ES8_27","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep1","stemRep3","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep3_IsolateRep1","WB_only","sample3",26.85,3.16322803841271
"412",412,"ES8","Digital",270,"DSC_0414.ES8_28.sample3.WB_only.clean.jpg.chl.csv","DSC_0414","ES8_28","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep2","stemRep1","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep1_IsolateRep2","WB_only","sample3",66.365,4.34188868002073
"413",413,"ES8","Digital",NA,NA,NA,"ES8_29","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep2","stemRep2","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep2_IsolateRep2",NA,"sample3",NA,NA
"414",414,"ES8","Digital",282,"DSC_0422.ES8_30.sample3.WB_only.clean.jpg.chl.csv","DSC_0422","ES8_30","soybean","AG4632","DMCC2126","Shaking","100fold","isolateRep2","stemRep3","ES8_Soybean_AG4632_DMCC2126_Shaking_100fold_stemRep3_IsolateRep2","WB_only","sample3",23.523,3.02010782101077
